director_id,title,director,category,type,duration
d1855,Om Shanti Om,Farah Khan,"Comedies, Dramas, International Movies",Movie,169 min
d1856,The Present,Farah Nabulsi,"Dramas, International Movies",Movie,24 min
d1857,The Remix: Hip Hop X Fashion,Farah X,"Documentaries, Music & Musicals",Movie,67 min
d1858,War Chhod Na Yaar,Faraz Haider,"Comedies, Dramas, International Movies",Movie,109 min
d1859,The Professor and the Madman,Farhad Safinia,"Dramas, Independent Movies",Movie,125 min
d1860,Don 2,Farhan Akhtar,"Action & Adventure, International Movies, Music & Musicals",Movie,148 min
d1861,Lakshya,Farhan Akhtar,"Action & Adventure, Dramas, International Movies",Movie,185 min
d1862,Dil Chahta Hai,Farhan Akhtar,"Comedies, Dramas, International Movies",Movie,185 min
d1863,Don,Farhan Akhtar,"Action & Adventure, International Movies",Movie,169 min
d1864,Saawan,Farhan Alam,"Dramas, Independent Movies, International Movies",Movie,128 min
d1865,Six Windows in the Desert,Faris Godus,TV Shows,TV Show,1 Season
d1866,The Book of Sun,Faris Godus,"Comedies, Independent Movies, International Movies",Movie,120 min
d1867,The Wedding Shaman,Farishad I. Latjuba,"Dramas, International Movies, Romantic Movies",Movie,111 min
d1868,7 Din Mohabbat In,Farjad Nabi,"Comedies, International Movies, Music & Musicals",Movie,137 min
d1869,Aditi Mittal: Things They Wouldn't Let Me Say,Fazila Allana,Stand-Up Comedy,Movie,63 min
d1870,TAU,Federico D'Alessandro,"Sci-Fi & Fantasy, Thrillers",Movie,98 min
d1871,Hostages,Federico Lemos,"Documentaries, International Movies",Movie,91 min
d1872,El Viaje: Márama y Rombai,Federico Lemos,"Children & Family Movies, Documentaries, International Movies",Movie,79 min
d1873,The Apostate,Federico Veiroj,"Comedies, Dramas, International Movies",Movie,80 min
d1874,Belmonte,Federico Veiroj,"Dramas, Independent Movies, International Movies",Movie,74 min
d1875,Crime Diaries: Night Out,Felipe Cano,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV Show,1 Season
d1876,Freaks – You're One of Us,Felix Binder,"Dramas, Independent Movies, International Movies",Movie,93 min
d1877,Once a Gangster,Felix Chong,"Action & Adventure, Comedies, International Movies",Movie,95 min
d1878,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,Felix Herngren,"Comedies, International Movies",Movie,108 min
d1879,Pedal the World,Felix Starck,"Documentaries, International Movies, Sports Movies",Movie,85 min
d1880,King Jack,Felix Thompson,"Dramas, Independent Movies",Movie,81 min
d1881,Belgica,Felix van Groeningen,"Dramas, International Movies",Movie,127 min
d1882,Belgica,Felix Van Groeningen,"Dramas, International Movies",Movie,127 min
d1883,Gabriel and the Mountain,Fellipe Barbosa,"Dramas, Independent Movies, International Movies",Movie,132 min
d1884,Finding Hubby,Femi D. Ogunsanwo,"Comedies, Dramas, International Movies",Movie,105 min
d1885,The Intent 2: The Come Up,Femi Oyeniran,"Dramas, International Movies",Movie,103 min
d1886,The Intent,Femi Oyeniran,"Dramas, International Movies, Thrillers",Movie,99 min
d1887,I Am Not Madame Bovary,Feng Xiaogang,"Comedies, Dramas, International Movies",Movie,139 min
d1888,Beckett,Ferdinando Cito Filomarino,Action & Adventure,Movie,110 min
d1889,Black Is Beltza,Fermín Muguruza,"Dramas, International Movies",Movie,87 min
d1890,Death Can Wait,Fernando Ayllón,"Comedies, International Movies",Movie,91 min
d1891,Liss Pereira: Reteniendo líquidos,Fernando Ayllón,Stand-Up Comedy,Movie,59 min
d1892,Si saben cómo me pongo ¿pá qué me invitan?,Fernando Ayllón,"Comedies, International Movies",Movie,89 min
d1893,Feo pero sabroso,Fernando Ayllón,"Comedies, International Movies",Movie,91 min
d1894,Holy Expectations,Fernando Ayllón,"Children & Family Movies, Comedies, International Movies",Movie,89 min
d1895,Ricardo Quevedo: Los amargados somos más,Fernando Ayllón,Stand-Up Comedy,Movie,59 min
d1896,Loving is Losing,Fernando Ayllón,"Comedies, International Movies, Romantic Movies",Movie,91 min
d1897,Ni de coña,Fernando Ayllón,"Comedies, International Movies",Movie,97 min
d1898,Sand Castle,Fernando Coimbra,"Action & Adventure, Dramas, Independent Movies",Movie,113 min
d1899,The Tribe,Fernando Colomo,"Comedies, International Movies",Movie,91 min
d1900,I'm No Longer Here,Fernando Frías de la Parra,"Dramas, Independent Movies, International Movies",Movie,112 min
d1901,Rezeta,Fernando Frías De La Parra,"Dramas, Independent Movies, International Movies",Movie,84 min
d1902,Palm Trees in the Snow,Fernando González Molina,"Dramas, International Movies, Romantic Movies",Movie,163 min
d1903,The Invisible Guardian,Fernando González Molina,"International Movies, Thrillers",Movie,129 min
d1904,Offering to the Storm,Fernando González Molina,"International Movies, Thrillers",Movie,140 min
d1905,The Legacy of the Bones,Fernando González Molina,"International Movies, Thrillers",Movie,121 min
d1906,#realityhigh,Fernando Lebrija,Comedies,Movie,99 min
d1907,City of God,Fernando Meirelles,"Dramas, Independent Movies, International Movies",Movie,130 min
d1908,The Two Popes,Fernando Meirelles,Dramas,Movie,126 min
d1909,Cleo & Cuquin,Fernando Moro,Kids' TV,TV Show,2 Seasons
d1910,Loco Love,Fernando Sariñana,"Dramas, Independent Movies, International Movies",Movie,103 min
d1911,Giving Voice,Fernando Villena,Documentaries,Movie,91 min
d1912,Pandigai,Feroz,"Action & Adventure, Dramas, International Movies",Movie,125 min
d1913,İstanbul Kırmızısı,Ferzan Özpetek,"Dramas, Independent Movies, International Movies",Movie,110 min
d1914,The Devil's Mistress,Filip Renc,"Dramas, International Movies",Movie,110 min
d1915,Squared Love,Filip Zylber,"Comedies, International Movies, Romantic Movies",Movie,102 min
d1916,Naga The Eternal Yogi,Filippo Gastaldi,"Documentaries, International Movies",Movie,73 min
d1917,Before the Flood,Fisher Stevens,Documentaries,Movie,97 min
d1918,Mission Blue,Fisher Stevens,Documentaries,Movie,94 min
d1919,To Be a Miss,Flor Salcedo,Documentaries,Movie,84 min
d1920,Tony Parker: The Final Shot,Florent Bodin,"Documentaries, International Movies, Sports Movies",Movie,99 min
d1921,GIMS: On the Record,Florent Bodin,"Documentaries, International Movies, Music & Musicals",Movie,96 min
d1922,Le K Benzema,Florent Bodin,"Documentaries, International Movies, Sports Movies",Movie,121 min
d1923,The Runaways,Floria Sigismondi,"Dramas, Independent Movies, Music & Musicals",Movie,107 min
d1924,Colonia,Florian Gallenberger,"Dramas, Independent Movies, International Movies",Movie,110 min
d1925,The Lives of Others,Florian Henckel von Donnersmarck,"Dramas, International Movies, Thrillers",Movie,138 min
d1926,The Tourist,Florian Henckel von Donnersmarck,"Action & Adventure, Romantic Movies",Movie,103 min
d1927,Offline - Das leben ist kein bonuslevel,Florian Schnell,"Action & Adventure, Comedies, International Movies",Movie,89 min
d1928,Baxu and the Giants,Florian Schott,"Dramas, International Movies",Movie,29 min
d1929,Untold: Malice at the Palace,Floyd Russ,"Documentaries, Sports Movies",Movie,70 min
d1930,Zion,Floyd Russ,"Documentaries, Sports Movies",Movie,12 min
d1931,Coffee for All,Fluvio Iannuci,"Documentaries, International Movies",Movie,69 min
d1932,Fifty Year Old Teenager,Fouad Al Shatti,"Comedies, International Movies",Movie,204 min
d1933,Lock Your Girls In,Fouad El-Mohandes,"Comedies, International Movies, Romantic Movies",Movie,233 min
d1934,18 Presents,Francesco Amato,"Dramas, Independent Movies, International Movies",Movie,114 min
d1935,The Match,Francesco Carnesecchi,"Dramas, International Movies, Sports Movies",Movie,97 min
d1936,Franca: Chaos and Creation,Francesco Carrozzini,"Documentaries, International Movies",Movie,79 min
d1937,Saverio Raimondo: Il Satiro Parlante,Francesco Imperato,Stand-Up Comedy,Movie,53 min
d1938,Edoardo Ferrario: Temi Caldi,Francesco Imperato,Stand-Up Comedy,Movie,65 min
d1939,Ultras,Francesco Lettieri,"Dramas, International Movies, Sports Movies",Movie,109 min
d1940,FTA,Francine Parker,Documentaries,Movie,104 min
d1941,The Rainmaker,Francis Ford Coppola,"Dramas, Thrillers",Movie,136 min
d1942,God's Own Country,Francis Lee,"Dramas, Independent Movies, International Movies",Movie,105 min
d1943,Dolly Parton: Here I Am,Francis Whately,"Documentaries, Music & Musicals",Movie,90 min
d1944,Al acecho,Francisco D'Eufemia,"International Movies, Thrillers",Movie,81 min
d2013,Bioscope,Gajendra Ahire,"Dramas, International Movies, LGBTQ Movies",Movie,131 min
d1945,A Life of Speed: The Juan Manuel Fangio Story,Francisco Macri,"Documentaries, International Movies, Sports Movies",Movie,93 min
d1946,Trollhunters: Rise of the Titans,Francisco Ruiz Velasco,Children & Family Movies,Movie,106 min
d1947,Fabrizio Copano: Solo pienso en mi,Francisco Schultz,Stand-Up Comedy,Movie,60 min
d1948,April and the Extraordinary World,Franck Ekinci,"Action & Adventure, Comedies, International Movies",Movie,107 min
d1949,Anelka: Misunderstood,Franck Nataf,"Documentaries, International Movies, Sports Movies",Movie,95 min
d1950,Paranormal Investigation,Franck Phelizon,"Horror Movies, International Movies, Thrillers",Movie,93 min
d1951,The Most Assassinated Woman in the World,Franck Ribière,"Dramas, International Movies, Thrillers",Movie,102 min
d1952,"¡Ay, mi madre!",Frank Ariza,"Comedies, International Movies",Movie,81 min
d1953,Prelude to War,Frank Capra,"Classic Movies, Documentaries",Movie,52 min
d1954,Know Your Enemy - Japan,Frank Capra,"Classic Movies, Documentaries",Movie,63 min
d1955,Why We Fight: The Battle of Russia,Frank Capra,Documentaries,Movie,82 min
d1956,Tunisian Victory,Frank Capra,"Classic Movies, Documentaries",Movie,76 min
d1957,The Ridiculous 6,Frank Coraci,"Action & Adventure, Comedies",Movie,120 min
d1958,The Waterboy,Frank Coraci,"Comedies, Sports Movies",Movie,90 min
d1959,Click,Frank Coraci,"Comedies, Sci-Fi & Fantasy",Movie,108 min
d1960,Canvas,Frank E. Abney III,"Children & Family Movies, Dramas",Movie,9 min
d1961,Congo,Frank Marshall,"Action & Adventure, Thrillers",Movie,108 min
d1962,HALO Legends,Frank O'Connor,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",Movie,117 min
d1963,The Score,Frank Oz,"Dramas, Thrillers",Movie,124 min
d1964,The Indian in the Cupboard,Frank Oz,"Children & Family Movies, Dramas",Movie,96 min
d1965,The Dark Crystal,Frank Oz,Children & Family Movies,Movie,93 min
d1966,Hulk Vs.,Frank Paur,"Action & Adventure, Sci-Fi & Fantasy",Movie,83 min
d1967,In My Country,Frank Rajah Arase,"Dramas, International Movies",Movie,99 min
d1968,Iyore,Frank Rajah Arase,"Dramas, International Movies, Romantic Movies",Movie,141 min
d1969,Late Life: The Chien-Ming Wang Story,Frank W Chen,"Documentaries, Sports Movies",Movie,98 min
d1970,The Wandering Earth,Frant Gwo,"International Movies, Sci-Fi & Fantasy",Movie,125 min
d1971,"Berlin, Berlin: Lolle on the Run",Franziska Meyer Price,"Comedies, International Movies",Movie,82 min
d1972,Pagpag: Nine Lives,Frasco Mortiz,"Horror Movies, International Movies",Movie,106 min
d1973,Nothing to Hide,Fred Cavayé,"Comedies, Dramas, International Movies",Movie,94 min
d1974,The Longshots,Fred Durst,"Comedies, Dramas, Sports Movies",Movie,95 min
d1975,Forbidden Planet,Fred M. Wilcox,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy",Movie,98 min
d1976,Sniper: Special Ops,Fred Olen Ray,"Action & Adventure, Dramas",Movie,86 min
d1977,Emicida: AmarElo - Live in São Paulo,Fred Ouro Preto,"Documentaries, International Movies, Music & Musicals",Movie,100 min
d1978,Drunk Parents,Fred Wolf,Comedies,Movie,97 min
d1979,Jack Whitehall: I'm Only Joking,Freddie Waters,Stand-Up Comedy,Movie,58 min
d1980,Kill Hitler! The Luck of the Devil,Frédéric Tonolli,"Documentaries, International Movies",Movie,53 min
d1981,Desolate,Frederick Cipoletti,"Dramas, Thrillers",Movie,88 min
d1982,Skydancers,Fredric Lean,"Documentaries, Sports Movies",Movie,49 min
d1983,Why Did You Kill Me?,Fredrick Munk,Documentaries,Movie,84 min
d1984,Wildling,Fritz Böhm,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",Movie,93 min
d1985,Weapon of Choice,Fritz Ofner,"Documentaries, International Movies",Movie,89 min
d1986,FullMetal Alchemist,Fumihiko Sori,"Action & Adventure, Dramas, International Movies",Movie,134 min
d1987,Omo Ghetto: the Saga,Funke Akindele,"Action & Adventure, Comedies, Dramas",Movie,147 min
d1988,Your Excellency,Funke Akindele,"Comedies, International Movies",Movie,120 min
d1989,Dharam Sankat Mein,Fuwad Khan,"Comedies, Dramas, International Movies",Movie,127 min
d1990,Frank and Cindy,G.J. Echternkamp,"Documentaries, Music & Musicals",Movie,70 min
d1991,The Car: Road to Revenge,G.J. Echternkamp,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Movie,89 min
d1992,Roger Corman's Death Race 2050,G.J. Echternkamp,"Action & Adventure, Sci-Fi & Fantasy",Movie,93 min
d1993,Automata,Gabe Ibáñez,"International Movies, Sci-Fi & Fantasy, Thrillers",Movie,110 min
d1994,Porto,Gabe Klinger,"Dramas, Independent Movies, Romantic Movies",Movie,77 min
d1995,I Am Bolt,Gabe Turner,"Documentaries, Sports Movies",Movie,107 min
d1996,Bobby Robson: More Than a Manager,Gabriel Clarke,"Documentaries, International Movies, Sports Movies",Movie,99 min
d1997,Zoé: Panoramas,Gabriel Cruz Rivas,"Documentaries, International Movies, Music & Musicals",Movie,89 min
d1998,Hypersomnia,Gabriel Grieco,"Horror Movies, International Movies, Thrillers",Movie,84 min
d1999,Samson,Gabriel Sabloff,"Action & Adventure, Dramas, Faith & Spirituality",Movie,109 min
d2000,Blackfish,Gabriela Cowperthwaite,Documentaries,Movie,83 min
d2001,El silencio es bienvenido,Gabriela García Rivas,"Dramas, Independent Movies, International Movies",Movie,95 min
d2002,Despite Everything,Gabriela Tagliavini,"Comedies, International Movies, Romantic Movies",Movie,79 min
d2003,Playing for Keeps,Gabriele Muccino,"Comedies, Romantic Movies, Sports Movies",Movie,106 min
d2004,Seven Pounds,Gabriele Muccino,"Dramas, Romantic Movies",Movie,123 min
d2005,The Pursuit of Happyness,Gabriele Muccino,Dramas,Movie,117 min
d2006,3 Generations,Gaby Dellal,"Dramas, LGBTQ Movies",Movie,92 min
d2007,Kahlil Gibran's The Prophet,Gaëtan Brizzi,"Children & Family Movies, Dramas",Movie,85 min
d2008,Pareeth Pandaari,Gafoor Y. Elliyaas,"Dramas, Independent Movies, International Movies",Movie,109 min
d2009,Door Ke Darshan,Gagan Puri,"Comedies, International Movies",Movie,114 min
d2010,Nova: Ultimate Mars Challenge,Gail Willumsen,Movies,Movie,53 min
d2011,Pimpal,Gajendra Ahire,"Dramas, Independent Movies, International Movies",Movie,92 min
d2012,Sarivar Sari,Gajendra Ahire,"Dramas, International Movies",Movie,126 min
d2014,Covered: Alive in Asia,Galley Molina,"Documentaries, Faith & Spirituality, Music & Musicals",Movie,75 min
d2015,Vitti Dandu,Ganesh Kadam,"Dramas, International Movies",Movie,116 min
d2016,Ayana,Gangadhar Salimath,"Dramas, Independent Movies, International Movies",Movie,112 min
d2017,Merantau,Gareth Evans,"Action & Adventure, Dramas, International Movies",Movie,112 min
d2018,Apostle,Gareth Evans,"Horror Movies, International Movies, Thrillers",Movie,130 min
d2019,Secrets of Underground London,Gareth Sacala,"Documentaries, International Movies",Movie,55 min
d2020,Chaotic Love Poems,Garin Nugroho,"Dramas, International Movies, Romantic Movies",Movie,86 min
d2021,Naomi Osaka,Garrett Bradley,Docuseries,TV Show,1 Season
d2022,Runaway Bride,Garry Marshall,"Comedies, Romantic Movies",Movie,116 min
d2023,Valentine's Day,Garry Marshall,"Comedies, Romantic Movies",Movie,125 min
d2024,Mother's Day,Garry Marshall,"Comedies, Dramas",Movie,118 min
d2025,Mary Magdalene,Garth Davis,"Dramas, Faith & Spirituality, International Movies",Movie,120 min
d2026,Horrid Henry's Gross Day Out,Gary Andrews,"Children & Family Movies, Comedies",Movie,61 min
d2027,Katt Williams: The Pimp Chronicles: Pt. 1,Gary Binkow,Stand-Up Comedy,Movie,45 min
d2028,Born Strong,Gary Cohen,"Documentaries, Sports Movies",Movie,86 min
d2029,Dad,Gary David Goldberg,Dramas,Movie,117 min
d2030,Homefront,Gary Fleder,Action & Adventure,Movie,100 min
d2031,Kiss the Girls,Gary Fleder,Thrillers,Movie,116 min
d2032,All Dogs Go to Heaven,Gary Goldman,Children & Family Movies,Movie,85 min
d2033,Trailer Park Boys: The Animated Series,Gary Howsam,TV Comedies,TV Show,2 Seasons
d2034,"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin",Gary Howsam,"Comedies, International Movies",Movie,74 min
d2035,SDU: Sex Duties Unit,Gary Mak,"Comedies, International Movies",Movie,96 min
d2036,Vincent N Roxxy,Gary Michael Schultz,"Dramas, Thrillers",Movie,101 min
d2037,Seabiscuit,Gary Ross,"Dramas, Sports Movies",Movie,141 min
d2038,Free State of Jones,Gary Ross,"Action & Adventure, Dramas",Movie,139 min
d2039,Holidays,Gary Shore,"Comedies, Horror Movies",Movie,106 min
d2040,Word of Honor,Gary Sing,"International TV Shows, TV Action & Adventure, TV Dramas",TV Show,1 Season
d2041,Through My Father's Eyes: The Ronda Rousey Story,Gary Stretch,"Documentaries, Sports Movies",Movie,104 min
d2042,The Guardian Brothers,Gary Wang,"Children & Family Movies, Comedies",Movie,86 min
d2043,Christmas in the Smokies,Gary Wheeler,"Children & Family Movies, Dramas, Romantic Movies",Movie,88 min
d2044,Letters to Juliet,Gary Winick,"Comedies, Dramas, Romantic Movies",Movie,105 min
d2045,Two Graves,Gary Young,Thrillers,Movie,80 min
d2046,Nobody Knows I'm Here,Gaspar Antillo,"Dramas, Independent Movies, International Movies",Movie,92 min
d2047,Todo Sobre El Asado,Gastón Duprat,"Documentaries, International Movies",Movie,86 min
d2048,The Distinguished Citizen,Gastón Duprat,"Comedies, Dramas, International Movies",Movie,113 min
d2049,Mi Obra Maestra,Gastón Duprat,"Comedies, International Movies",Movie,105 min
d2050,Mahi NRI,Gaurav Bavdankar,"Comedies, Dramas, International Movies",Movie,134 min
d2051,Sigaram Thodu,Gaurav Narayanan,"Dramas, International Movies, Thrillers",Movie,141 min
d2052,Baazaar,Gauravv K Chawla,"Dramas, International Movies",Movie,136 min
d2053,Dear Zindagi,Gauri Shinde,"Comedies, Dramas, International Movies",Movie,149 min
d2054,Paava Kadhaigal,Gautham Vasudev Menon,"International TV Shows, TV Dramas",TV Show,1 Season
d2055,Navarasa,Gautham Vasudev Menon,TV Shows,TV Show,1 Season
d2056,Fadily Camara : La plus drôle de tes copines,Gautier & Leduc,Stand-Up Comedy,Movie,54 min
d2057,Conor McGregor: Notorious,Gavin Fitzgerald,"Documentaries, Sports Movies",Movie,90 min
d2058,Miracle,Gavin O'Connor,"Children & Family Movies, Dramas, Sports Movies",Movie,136 min
